"63 COUNCIL CRES Toronto, ON",Jane and Finch,599900
"198 Middle Ridge Rd Brighton, ON",Brighton,799900
"1501 - 330 RIDOUT Street North London, ON",Central London,294900
"16 GREW Crescent Penetanguishene, ON",Penetanguishene,250455
"1854 COUNTY ROAD 18 OTHER Picton, ON",Picton,2499000
"728 Collins Bay Rd Kingston, ON",Bayridge West,210000
"# 809 - 236 ALBION RD Toronto, ON",Rexdale,109000
"79 FOX RUN Rideau Lakes, ON",Elgin,899000
"3165 STEPPINGSTONE CRT Mississauga, ON",Cooksville,668888
"#113 - 8302 Islington Ave Vaughan, ON",Woodbridge,334800
"970 LESLIE CRAIN Drive Drummond, ON",Drummond,49000
"26 BONNYVIEW DR Toronto, ON",Humber Bay,3500000
"#414 - 6 HUMBERLINE DR Toronto, ON",Rexdale,299000
"470 Stillmeadow Circle Waterloo, ON",Beechwood,559000
"0000 PATTERSON ROAD Cobden, ON",Cobden,325000
"24 Amparo Dr Vaughan, ON",Woodbridge,750000
"7405 Tecumseh Windsor, ON",Forest Glade,849000
"50 EARLWOOD Drive Peterborough, ON",Peterborough,434900
"#1705 - 70 FOREST MANOR RD Toronto, ON",Henry Farm,359900
"#5 - 1575 DREW RD Mississauga, ON",Mississauga,701250
"#509 - 9612 YONGE ST Richmond Hill, ON",Richmond Hill,888800
"35 DUART PARK RD Toronto, ON",The Beach,1200000
"#1205 - 25 OXLEY ST Toronto, ON",Toronto,625800
"127 RYMAL Road Hamilton, ON",Kennedy East,390757
"#1715 - 35 HOLLYWOOD AVE Toronto, ON",Willowdale,343000
"260 Burns Crossover Rd Webbwood, ON",Espanola,299900
"4067 LORRAINE Crescent Burlington, ON",Burlington,779900
"541 LOWER FARADAY Road Bancroft, ON",Bancroft,69900
"48 Dunelm St Toronto, ON",Scarborough Village,784900
"356 DREW ST Oshawa, ON",Central Oshawa,299000
"3 SEVERN RIVER Road Coldwater, ON",Coldwater,299000
"#804 - 135 Hillcrest Ave Mississauga, ON",Cooksville,324900
"LOT 12 HERITAGE CRES Verner, ON",Verner,19000
"36 MILFORD AVE Toronto, ON",Brookhaven - Amesbury,3450000
"801 - 155 KENT Street London, ON",Central London,172900
"4600 Rhodes Windsor, ON",Walker Farm,8
"Lot 3 WINTERS WAY Renfrew, ON",Renfrew,139900
"1705 FIDDLEHEAD PL|Unit 107 London, ON",Sunningdale,619000
"29 GLANVIL CRES Toronto, ON",Malvern,475000
"557 WINDJAMMER Way Waterloo, ON",Waterloo,549900
"31 -45 STATION ST Belleville, ON",Belleville,875000
"188 GARSON CONISTON Road Garson, ON",Sudbury,239900
"1570 PARENT Windsor, ON",Walkerville,119900
"1164 ASKIN Windsor, ON",University,169500
"1409 SPRING GARDEN CRT Mississauga, ON",Meadowvale Village,549000
"56 HILL Street Grand Bend, ON",Lambton Shores,409900
"151-157 Queen St Scugog, ON",Port Perry,1100000
"659 COXWELL AVE Toronto, ON",East Danforth,699900
"4391 #4 Side Road Burlington, ON",Burlington,1579000
"37 ELEVENTH Road Stoney Creek, ON",Stoney Creek,699900
"619 PLAN Strathroy, ON",Waterdown,950000
"19 A YONGE ST N|Unit 101 Elmvale, ON",Elmvale,273165
"53 WARBLER DRIVE Manitouwadge, ON",Manitouwadge,69900
"#291 - 7360 Zinnia Pl Mississauga, ON",Meadowvale Village,529000
"#912 - 23 Sheppard Ave Toronto, ON",Willowdale,299900
"40 JENSCOTT PRIVATE Ottawa, ON",Civic Hospital - Experimental Farm - Central Park,344900
"264 Murray St Peterborough, ON",Peterborough,179000
"444 MCEWAN Windsor, ON",University,84900
"12 FULWELL CRES Toronto, ON",York University Heights,956000
"1006 PINECREST ROAD Ottawa, ON",Whitehaven - Queensway Terrace North,424900
"248 Front St Campbellford, ON",Campbellford,349000
"6500 APPLE ORCHARD ROAD Greely, ON",Greely,638800
"180 SHERMAN Street Kingston, ON",Kingston,309900
"3445 D&#39;AOUST AVENUE Ottawa, ON",Ottawa,299750
"18 Martin Rd Clarington, ON",Bowmanville,600000
"650 Cheapside St London, ON",Carling,95000
"80 SANDCASTLE DRIVE UNIT#308 Nepean, ON",Briar Green - Leslie Park,193500
"425 University Avenue Waterloo, ON",Waterloo,21
"54 ROBERTSON DRIVE Beachburg, ON",Beachburg,269900
"79 PERMFIELD PATH Toronto, ON",Etobicoke West Mall,470000
"20 High Point Rd Toronto, ON",Bridle Path,10800000
"19035 LIGHT COVE Lakeshore, ON",Lighthouse Cove,395000
"250 Keats Way Waterloo, ON",Beechwood,1600
"#2711 - 1 Palace Pier Crt Toronto, ON",Mimico,459000
"#1107 - 318 Richmond St Toronto, ON",Toronto,630000
"1 SHERIDAN POINT Road Essex, ON",Pelee Island,3200000
"663 Charles Windsor, ON",Remington Park,99888
"5 WOODSTREAM Drive Huntsville, ON",Huntsville,57900
"217 1291 GORDON Street Guelph, ON",Guelph,309900
"#320 - 38 JOE SHUSTER WAY Toronto, ON",Toronto,229000
"1740 Glenforest Blvd Peterborough, ON",Peterborough,479900
"#3612 - 2191 YONGE ST Toronto, ON",Davisville,399000
"6 GOLD BROOK GA Toronto, ON",Toronto,1199900
"34 Ordway Rd Toronto, ON",Kennedy Park,599000
"1405 - 4099 BRICKSTONE MEWS Mississauga, ON",Mississauga,299000
"2 RIDGEVIEW PLACE Perth, ON",Perth,299900
"1180 Canning Rd Severn Bridge, ON",Severn Bridge,179000
"#2608 - 4099 BRICKSTONE MEWS Mississauga, ON",Mississauga,378900
"187 Forsyth Drive Waterloo, ON",Waterloo,574900
"220 MARTINET Avenue London, ON",Argyle,209900
"18 PONDHOLLOW WAY Ottawa, ON",New Barrhaven,699900
"339 College St Toronto, ON",Toronto,129000
"#901 - 15 LEGION RD Toronto, ON",Mimico,399000
"71 Somerset Ave Toronto, ON",Davenport,699000
"1158 FREDERICA Windsor, ON",East Riverside,339900
"28 GLOVER ACCESS Road Stoney Creek, ON",Stoney Creek,349000
"#905 - 1227 Wellington Street Ottawa, ON",Byward Market - Parliament Hill,838000
"1410 METZ CRESCENT Ottawa, ON",Carson Grove - Carson Meadows,379900
"37 HATT ST Hamilton, ON",Dundas,549900
"172 BLUESKI GEORGE Crescent The Blue Mountains, ON",The Blue Mountains,1795000
"7018 4TH LINE New Tecumseth, ON",Tottenham,1095000
"1051 Glidden Av Windsor, ON",Riverside,179900
"Partlot 17 &amp; 18 Duclos Point Rd Georgina, ON",Georgina,999800
"74 DE L&#39;&#201;TANG Boulevard North Kapuskasing, ON",Kapuskasing,111000
"6 Dayman Court Kitchener, ON",Westmount,475000
"#2509 - 16 HARRISON GARDEN BLVD Toronto, ON",Willowdale,319900
"877 Shelborne St London, ON",Glen Cairn,229900
"58 ROSEMOUNT AVE Toronto, ON",Weston,3880000
"1766 WATERWHEEL LA London, ON",Stoney Creek,397900
"340 MCLEOD STREET UNIT#543 Ottawa, ON",Centretown,286900
"2959 Niagara River Plwy Fort Erie, ON",Fort Erie,999888
"781 COMMISSIONERS Road West London, ON",Westmount,529900
"2144 Pelissier Windsor, ON",South Central,109605
"200 SPRING CREEK Drive Waterdown, ON",Waterdown,674900
"685 NASH Road Hamilton, ON",Confederation Park A,699900
"322 - 15 JACKSWAY Crescent London, ON",Masonville,118000
"104 ARTEN AVE Richmond Hill, ON",Richmond Hill,1199000
"#801 - 15 JAMES FINLAY WAY Toronto, ON",Downsview,349900
"6911 DEVON Drive Niagara Falls, ON",Niagara Falls,365900
"24397 JEANNETTES CREEK RD Chatham-Kent, ON",Tilbury East,249900
"2237 PRESCOTT Place Burlington, ON",Burlington,515000
"60 Fairfield Dr King, ON",King City,2155000
"#521 - 200 MANITOBA ST Toronto, ON",Mimico,324500
"6268 JOHNSON Drive Niagara Falls, ON",Niagara Falls,174900
"LOT 84 -91 PL 472 SRO Bruce Mines, ON",Bruce Mines,29900
"#510 - 19 ROSEBANK DR Toronto, ON",Malvern,469000
"26 Madawaska Ave Toronto, ON",Newtonbrook,2498000
"756 MUSKOKA RD 3 North Huntsville, ON",Huntsville,51900
"#101 - 405 THE WEST MALL Toronto, ON",Etobicoke West Mall,299000
"#M - 1466 Heatherington Road Ottawa, ON",Ledbury - Heron Gate - Ridgemont - Elmwood,159900
"#211 - 314 Central Park Drive Ottawa, ON",Civic Hospital - Experimental Farm - Central Park,295000
"515 MAIN ST E Hamilton, ON",Hamilton,2999000
"37 Ann St Brock, ON",Cannington,209900
"91 CAMPBELL RD Brant, ON",Brantford,2100000
"266 SOUTH Street Glencoe, ON",Glencoe,169000
"514 Ritson Rd Oshawa, ON",Central Oshawa,599000
"186 DUFFERIN STREET Renfrew, ON",Renfrew,108900
"#1713 - 20 Bruyeres Mews Toronto, ON",Niagara,399900
"18 ORKNEY Drive Hamilton, ON",Corman,359000
"#54 - 1550 KINGSTON RD Pickering, ON",Pickering,139900
"55 HATT Street Northern Bruce Peninsula, ON",Tobermory,259000
"51 Paulander Drive Kitchener, ON",Victoria Hills,217000
"V/L RENAUD V/L RENAUD Amherstburg, ON",Amherstburg,159900
"992 HAMILTON Road London, ON",Hamilton Road,199000
"#4 - 362 KINGSTON RD W Ajax, ON",Ajax,109000
"44 OLLERTON RD Toronto, ON",York University Heights,789000
"1361 STANBURY Road Oakville, ON",West Oakville,0
"808 Glenbrook Ave Burlington, ON",Burlington,799000
"#4105 - 2200 LAKE SHORE BLVD Toronto, ON",Mimico,305000
"2337 RIVERSIDE  W Windsor, ON",University,449000
"1292 Amundsen Ave Peterborough, ON",Peterborough,369900
"29543 Highway 28 Other Faraday, ON",Faraday,139900
"729 Queensway Ave Espanola, ON",Espanola,323900
"#2838 - 68 CORPORATE DR Toronto, ON",Woburn,343800
"20 BARNESDALE AVE N Hamilton, ON",Stipley,419999
"740 DANIEL CRAIN Drive Drummond, ON",Perth,49000
"4728 Valley Way . Niagara Falls, ON",Niagara Falls,615500
"41 Sherbourne St Bancroft, ON",Bancroft,450000
"#102 - 240 QUIGLEY RD Hamilton, ON",Vincent,219900
"625 WILDSHORE CRESCENT Ottawa, ON",Ottawa,289900
"7 Talback Place Ottawa, ON",Alta Vista,760000
"104 HARDWOOD DRIVE Ottawa, ON",Ottawa,439900
"620 Cedar Bay Road Port Colborne, ON",Port Colborne,259900
"15 FERN AVE Toronto, ON",Roncesvalles Village,779000
"35 Laurie Court Kanata, ON",Kanata,298500
"68 OWLSHEAD ROAD Ottawa, ON",Munster Hamlet - Richmond,394900
"0 WHALLEY LAKE Road East Magnetawan, ON",Magnetawan,15000
"239 HONEYWOOD Avenue Kingston, ON",Kingston,475000
"22 TOULON RD Toronto, ON",Woburn,599999
"2022 Carp Road Stittsville, ON",Carp,589000
"#14 - 242 JOHN GARLAND BLVD Toronto, ON",Rexdale,184500
"975 QUEENSTON Road Hamilton, ON",Hamilton,55000
"505 2545 SW Erin Centre Boulevard Mississauga, ON",Erin Mills,314900
"#207 - 1140 Parkwest Pl Mississauga, ON",Lakeview,340000
"2368 Front Amherstburg, ON",Amherstburg,78888
"7865 FRANKTOWN ROAD Munster, ON",Richmond,389900
"365 CARMODY STREET Pembroke, ON",Pembroke,149900
"1075 St Clair Ave Toronto, ON",Regal Heights,115000
"1199 Goderich St Port Elgin, ON",Port Elgin,14
"107 CANNON Street East Hamilton, ON",Central Hamilton,399000
"#1010 - 121 MCMAHON DR Toronto, ON",Bayview Village,338800
"13173 ORT Road Niagara Falls, ON",Niagara Falls,29000
"436 QUEEN Street Kincardine, ON",Kincardine,299900
"2057 COUNTY ROAD 9 OTHER Greater Napanee, ON",Greater Napanee,259900
"1102 - 500 TALBOT Street London, ON",Central London,219900
"377 BRUCE STREET Renfrew, ON",Renfrew,108500
"483 9TH Street East Hanover, ON",Hanover,147000
"237 Winnett Ave Toronto, ON",Toronto,749000
"#12 - 5035 Ninth Line Mississauga, ON",Erin Mills,369900
"795 EAGLETRACE Drive London, ON",London,449900
"68 HAVENWOOD Way London, ON",Oakridge,669900
"1285 CAHILL DRIVE UNIT#1208 Ottawa, ON",South Keys - Heron Gate - Greenboro West,174900
"00 MALLOCHS LAND ROAD Perth, ON",Perth,349000
"700 Scott Street Fort Erie, ON",Fort Erie,389900
"#Uph07 - 19 AVONDALE AVE Toronto, ON",Willowdale,224800
"401 ST. GEORGE Street London, ON",North London,899900
"883 ROBSON ST Oshawa, ON",Lakeview,289000
"#151 - 9 ESTERBROOKE AVE Toronto, ON",Don Valley Village,479000
"156 Bethel Rd Rd Belleville, ON",Yarker,549900
"672 Woolwich Street Guelph, ON",Guelph,59900
"#4808 - 45 CHARLES ST E Toronto, ON",Toronto,869900
"971 LAWSON Road London, ON",Medway,184900
"Pt lot 13 Conc. 14 FOYMOUNT ROAD Eganville, ON",Eganville,39000
"871 Victoria Street Kitchener, ON",Rosemount,642
"6569 Bilberry Drive Ottawa, ON",Orléans,234900
"81 Brentwood Cres Kingston, ON",Auden Park,269900
"#2910 - 25 Town Centre (Locker) Crt Toronto, ON",Toronto,99
"34 Mcmullen Dr Whitchurch-Stouffville, ON",Whitchurch-Stouffville,1450000
"106 Peppler Street Waterloo, ON",Waterloo,499000
"94 GRENADIER Drive Hamilton, ON",Huntington,349900
"1005 2ND AVE E Owen Sound, ON",Owen Sound,1950000
"5142 Old Highway 2 Other Belleville, ON",Belleville,850000
"#3 - 3100 DIXIE RD Mississauga, ON",Dixie,225000
"738 Dominion Road Fort Erie, ON",Fort Erie,325000
"1 HOLLOWGROVE BLVD Brampton, ON",Brampton,799900
"503 6 willow Street Waterloo, ON",Waterloo,284900
"9532 Walker Amherstburg, ON",McGregor,189000
"#2713 - 25 Kingsbridge Garden Circ Mississauga, ON",Mississauga,379900
"81 ARGYLE AVE Hamilton, ON",Crown Point East,199900
"#11 &amp; 12 - 5125 Harvester Rd Burlington, ON",Burlington,499000
"73 HARNESS CIRC Markham, ON",Milliken,819990
"1118 HICKORYWOOD CRES Kingston, ON",Cataraqui Westbrook,246900
"1025 COOK DR|Unit 44-5 Midland, ON",Midland,234900
"9281 Danforth Rd Hamilton Township, ON",Cobourg,405000
"#1904 - 3 MARINE PARADE DR Toronto, ON",Mimico,520000
"664 CAMERON Street Peterborough, ON",Peterborough,179900
"30 CARTWRIGHT ST Kingston, ON",Kingston,214000
"254A Monarch Park Ave Toronto, ON",Old East York,1488000
"540 Amarone Crt Mississauga, ON",Meadowvale Village,1689900
"531 PARLIAMENT ST Toronto, ON",Toronto,14500000
"159 LAKE LANE Perth, ON",Perth,86000
"1395 Caldwell Avenue Ottawa, ON",Carlington,314900
"#2807 - 90 PARK LAWN RD Toronto, ON",Humber Bay,457000
"#609W - 500 Queens Quay Toronto, ON",Toronto,545800
"2189 Dundas St London, ON",Argyle,52000
"1734 WESTCOTT Windsor, ON",East Windsor,149900
"300 ISABELLE Place Windsor, ON",Riverside,329900
"65 Thomas St Garson, ON",Sudbury,134900
"137147 6-7 SIDEROAD KILSYTH, ON",Owen Sound,379900
"576 SULLIVAN STREET Haley Station, ON",Haley Station,85000
"27 Canzone Dr Toronto, ON",Bendale,699900
"6 Briardale Blvd Trenton, ON",Trenton,147000
"272 Eaton Street Georgetown, ON",Halton Hills,1198000
"195 GILTSPUR DR Toronto, ON",Downsview,619900
"2187 SUNSET COVE CIRCLE Ottawa, ON",New Barrhaven,522999
"#4 - 3850 Steeles Ave Vaughan, ON",Woodbridge,495000
"1803 Trappers Trail Rd Haliburton, ON",Harcourt,209000
"18442 HORSESHOE HILL RD Caledon, ON",Caledon,2300000
"4130 FAIRVIEW Street Burlington, ON",Burlington,460100
"23 BOWOOD AVE Toronto, ON",Yonge and Lawrence,1589000
"1535 FINLEY CR London, ON",London,412995
"237 Bridge St Belleville, ON",Belleville,449900
"127 Main St Dresden, ON",Highgate,129900
"#103 - 75 King St Mississauga, ON",Cooksville,199000
"104 - 70 FIDDLERS GREEN Road London, ON",Oakridge,99900
"9 COOLSPRING CRESCENT Ottawa, ON",Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,339900
"8 CHELTENHAM Mews Kitchener, ON",Mount Hope Huron Park,324900
"2376 Hixon Street Oakville, ON",Bronte,2899000
"#731 - 2885 BAYVIEW AVE Toronto, ON",Bayview Village,235000
"1512 WALKLEY ROAD UNIT#117 Ottawa, ON",Ledbury - Heron Gate - Ridgemont - Elmwood,247500
"PT LT 5 CON 9 CORKERY ROAD Ottawa, ON",Carp,450000
"680193 CHATSWORTH ROAD 24 Holland Centre, ON",Holland Centre,169000
"4133 Talbot Street Vernon, ON",Vernon,235000
"Lot #18 Autumn Willow Drive Waterloo, ON",Waterloo,749900
"539 Belmont Avenue Kitchener, ON",Westmount,399900
"117 Carlisle St Saugeen Shores, ON",Southampton,369900
"3735 Deerbrook Windsor, ON",Forest Glade,399800
"38 Parkhill Dr Whitchurch-Stouffville, ON",Gormley,1488000
"#2503 - 9 BOGERT AVE Toronto, ON",Lansing,675000
"#1711 - 5162 Yonge Ave Toronto, ON",Willowdale,412000
"2500 HIGHWAY 60 Huntsville, ON",Huntsville,259900
"2 SHANNON Street Orillia, ON",Orillia,244900
"1262 Danforth Ave Toronto, ON",East Danforth,48000
"#430 - 3500 Lakeshore Rd Oakville, ON",Bronte,879000
"79 BLACKTHORN LANE Brampton, ON",Brampton,598500
"1152 FOXHUNT RD London, ON",Fox Hollow,259900
"#2903 - 38 DAN LECKIE WAY Toronto, ON",Toronto,379800
"265 MAIN Street Thessalon, ON",Thessalon,235000
"#23 - 1365 MIDWAY BLVD Mississauga, ON",Mississauga,284900
"6287 TEALWOOD PLACE Orleans, ON",Orléans,214000
"17 Erinwood Drive Erin, ON",Erin,998000
"16 Erica Ave Toronto, ON",Wilson Heights,1198000
"719 Kingston Mills Rd Kingston, ON",Kingston,279900
"26 Lancaster Dr Peterborough, ON",Peterborough,1249000
"2241 Mountainside Dr Burlington, ON",Burlington,1200000
"9128 Hendershot Boulevard Niagara Falls, ON",Thorold,569900
"393 William St London, ON",Central London,429900
"28 CLEAVEHOLM DR Halton Hills, ON",Halton Hills,599900
"254 SCOUT STREET Ottawa, ON",Civic Hospital - Experimental Farm - Central Park,590000
"4365 HURONIA RD Orillia, ON",Orillia,419900
"37 ASSINIBOINE DRIVE Ottawa, ON",Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,399900
"26 KAIN Crescent Elliot Lake, ON",Elliot Lake,144900
"#2410 - 105 The Queensway Ave Toronto, ON",Swansea,449000
"138 Lee Ave North Bay, ON",North Bay,185000
"168 PACIFIC Amherstburg, ON",Amherstburg,299900
"#1121 - 386 YONGE ST Toronto, ON",Toronto,578000
"109 -111 OXFORD EAST STREET Kemptville, ON",Kemptville,249900
"67 GRAHAM Avenue North Hamilton, ON",Crown Point East,245000
"529 TERRINGTON Crescent Kitchener, ON",Doon South,864000
"40 Clonmore Dr Toronto, ON",Birch Cliff,1599900
"1330 JALNA BL|Unit 14 London, ON",White Oaks,114900
"#1702 - 65 St Mary St Toronto, ON",Toronto,885000
"#2517 - 70 Temperance St Toronto, ON",Toronto,574900
"6569 SONG BIRD CRES E Mississauga, ON",Meadowvale Village,565000
"#241 - 28 PRINCE REGENT ST Markham, ON",Markham,376000
"1096 BATHGATE DRIVE DRIVE Ottawa, ON",Carson Grove - Carson Meadows,399750
"275 Maple LaSalle, ON",Windsor,229900
"108 AYLESWORTH AVE Toronto, ON",Birch Cliff,455000
"38 CENTENNIAL AVENUE Elmvale, ON",Elmvale,325000
"323 FIRST STREET W Cornwall, ON",Cornwall,129900
"28 BERNARD Road Bruce Mines, ON",Bruce Mines,339900
"LT 18 26 HWY Meaford, ON",Meaford,98000
"205 ROUTE 21 ROAD Alfred, ON",Alfred,499900
"135 Main Street Listowel, ON",Listowel,74900
"7279 Dalmeny Rd Osgoode, ON",Osgoode,569900
"646 College St Toronto, ON",Little Italy,89000
"#710 - 15 Nicklaus Dr Hamilton, ON",Vincent,159900
"3 Second St Norfolk County, ON",La Salette,86900
"26 AVONHURST AVENUE Ottawa, ON",New Barrhaven,379900
"#307 - 2 OLD MILL DR Toronto, ON",Lambton Baby Point,486900
"2187 HOWARD Windsor, ON",South Central,349900
"2418 Yolanda Dr Oakville, ON",West Oakville,959900
"53 Bloor St Toronto, ON",Toronto,89000
"#4404 - 101 Charles St Toronto, ON",Toronto,774800
"4578 BRUNSWICK AVE Windsor, ON",Roseland,316900
"164 VERDUN RD Oshawa, ON",Central Oshawa,193000
"LOT 8 - 38 GRYFFIN BLUFFS Lane Huntsville, ON",Huntsville,120000
"#1 - 411 KEATS WAY Waterloo, ON",Beechwood,218000
"4 COVE Road Fenelon Falls, ON",Fenelon Falls,284900
"#301 - 185 BONIS AVE Toronto, ON",Tam O'Shanter,279000
"30 Cobblestone St Belleville, ON",Van Buren Charter Township,189900
"14 Deepcoral Crt Brampton, ON",Brampton,584900
"650 Little Simcoe St London, ON",Hamilton Road,6
"#806 - 3390 WESTON RD Toronto, ON",Emery,94900
"2120 Schoolmaster Circle Oakville, ON",Glen Abbey,1188800
"1057 BARTON ST E Hamilton, ON",Crown Point West,599900
"#90 - 90 Signet Dr Toronto, ON",Humber Summit,33000
"57 JOHN STREET Limoges, ON",Limoges,399000
"35 Elizabeth St Brighton, ON",Brighton,249900
"27 BRIDGEWATER RD Oakville, ON",Oakville,699900
"#2117 - 70 TEMPERANCE ST Toronto, ON",Toronto,558800
"924 PHARMACY AVE Toronto, ON",Wexford - Maryvale,674900
"3275 &amp;3295 BANWELL Windsor, ON",Windsor,1299000
"2414 FRONT LaSalle, ON",Windsor,319000
"#Th6 - 6 PIRANDELLO ST Toronto, ON",King West Village,589900
"90 DELAWARE Street London, ON",Hamilton Road,159900
"6182 Tiburon Cr Windsor, ON",Windsor,241500
"241 Brock St Gravenhurst, ON",Gravenhurst,850
"33 - 474 SOUTHDALE Road East London, ON",White Oaks,127000
"16 - 567 ROSECLIFFE Terrace London, ON",Westmount,899555
"#20 - 50 VERNE CRES Toronto, ON",Malvern,369900
"63 Trailwood Crescent Kitchener, ON",Forest Heights,350000
"2419 Kentucky Derby Way Oshawa, ON",Windfields,569900
"1014 Argus Dr Mississauga, ON",Dixie,749900
"157 Linden Ave Toronto, ON",Kennedy Park,600000
"LT 8 Links Cr Woodstock, ON",Woodstock,285900
"#608 - 19 FOUR WINDS DR Toronto, ON",Jane and Finch,335000
"41 Easton Ave Port McNicoll, ON",Port McNicoll,29900
"#1012 - 2285 Lake Shore Blvd Toronto, ON",Mimico,359900
"349 BRAITHWAITE AVE Hamilton, ON",Ancaster,729500
"#803 - 3580 Rivergate Way Ottawa, ON",Hunt Club Woods - Quintarra - Revelstoke - Riverside South P,739900
"2200 MAITLAND Windsor, ON",East Riverside,406900
"92 TODHUNTER CRES Ajax, ON",Ajax,539000
"9370 County Road Rockland, ON",Clarence-Rockland,824900
"Ross Trail Haliburton, ON",Eagle Lake,34900
"361 CENTENNIAL RD Toronto, ON",Port Union,999900
"2260 HILLVIEW DR Bethany, ON",Bethany,799000
"11 Carsbrooke Rd Toronto, ON",Etobicoke West Mall,724900
"24 Whitefish Cres Hamilton, ON",Stoney Creek,409900
"#506 - 8 HICKORY ST W Waterloo, ON",Waterloo,610000
"#2 - 100 Western Battery Rd Toronto, ON",Niagara,5000
"#307 - 169 FORT YORK BLVD Toronto, ON",Niagara,394900
"1838 SEACLIFF Kingsville, ON",Windsor,299900
"73 Woodbury Crescent Ottawa, ON",Hunt Club,309900
"2242 CALLINGHAM DR London, ON",Sunningdale,729500
"#39 - 4101 Westminster Pl Mississauga, ON",Mississauga,520000
"2239 DALE RIDGE Drive Oakville, ON",West Oak Trails,674900
"#523 - 650 SHEPPARD AVE E Toronto, ON",Bayview Village,324800
"656 CLOVERLEAF Street Peterborough, ON",Peterborough,284900
"194 MANCHESTER Road Kitchener, ON",Rosemount,429900
"774 HURONTARIO Street Collingwood, ON",Collingwood,894000
"494 MILLER Street Meaford, ON",Meaford,349000
"71 PAISLEY Avenue Hamilton, ON",Westdale South,1499900
"182 Augusta Ave Toronto, ON",Toronto,399000
"48 Lynch Circle Guelph, ON",Guelph,599000
"#903 - 2627 MCCOWAN RD Toronto, ON",Agincourt,259000
"1114 LAWLAND HEIGHTS RD|Unit TAYLO Gravenhurst, ON",Gravenhurst,399000
"39 ABBE Street Chelmsford, ON",Chelmsford,219900
"LOT 37 PRINCIPAL ST Verner, ON",Verner,19000
"#1221 - 20 Blue Jays Way Toronto, ON",Toronto,998000
"1805 Brousseau Crescent Ottawa, ON",Orléans,344900
"1626 STACKHOUSE AV London, ON",Stoney Creek,419888
"1456 Henry Ford Windsor, ON",East Windsor,54900
"2175 WYANDOTTE|Unit 407 Windsor, ON",Walkerville,349900
"54 COVENTRY Crescent Kingston, ON",Strathcona Park,184900
"407 - 675 DAVIS Drive Kingston, ON",Kingston,259900
"21 Cedar Street Kitchener, ON",King East,850000
"1525 JIM ALLEN WY|Unit 11 London, ON",Woodhull,769900
"LOT 33 Clover St Kingston, ON",Beverley,454900
"870 10TH Avenue East Owen Sound, ON",Owen Sound,279900
"#1603 - 530 ST CLAIR AVE Toronto, ON",Toronto,529000
"262 Shakespeare Drive Waterloo, ON",Beechwood,769900
"#1 - 25 KINGSBRIDGE GARD CIRC Mississauga, ON",Mississauga,53000
"1571-73 Bayview Ave Toronto, ON",Leaside,97
"180 YUCKS LANE Kinburn, ON",Kinburn,424900
"50 Howe Drive Kitchener, ON",Laurentian Hills,252000
"273 BEACH Road Hamilton, ON",Industrial Sector D,149900
"4 - 44 KING WILLIAM Street Huntsville, ON",Huntsville,229900
"#801 - 101 Charles St Toronto, ON",Toronto,949900
"#1601 - 9235 JANE ST Vaughan, ON",Maple,639900
"747 VERNON Place Ancaster, ON",Ancaster,0
"34 OAK Street Southampton, ON",Southampton,199000
"313 - 220 GORD CANNING Drive The Blue Mountains, ON",The Blue Mountains,169000
"283 PLANE TREE Drive London, ON",Sunningdale,649000
"5 Cassinway Rd Brampton, ON",Brampton,899000
"445 Brown Cr Amherstburg, ON",Amherstburg,285900
"#515 - 101 CHARLES ST E Toronto, ON",Toronto,599000
"1920 CULVER DR|Unit 26 London, ON",Argyle,119900
"409 Zeller Drive Kitchener, ON",Grand River South,640900
"18 Charlotte Street Port Colborne, ON",Port Colborne,139900
"3292 TALLMAST CRES Mississauga, ON",Erin Mills,568000
"13 BRIDLE TL Midhurst, ON",Midhurst,1050000
"#909 - 5 VICORA LINKWAY WAY Toronto, ON",Flemingdon Park,248500
"190 THAMES Road East Exeter, ON",Exeter,60000
"12 Silverview Dr Toronto, ON",Newtonbrook,2988000
"500 Watson Parkway Guelph, ON",Guelph,649000
"PTS 1, 2 &amp; 3 Mcleod Road Niagara Falls, ON",Niagara Falls,2880000
"479 HUME Street Collingwood, ON",Collingwood,2450000
"#3311 - 36 Lee Centre Dr Toronto, ON",Woburn,319000
"665 Frankhill Rd Omemee, ON",Kawartha Lakes,369000
"4018 Burnett Rd Verona, ON",Verona,279900
"128 ARKELL Street Hamilton, ON",Westdale South,549900
"6197 OTTAWA STREET Ottawa, ON",Richmond,1549000
"521 OLD HIGHWAY 2 Belleville, ON",Belleville,448000
"4131 COLONIAL DR Mississauga, ON",Erin Mills,929900
"314 - 260 VILLAGEWALK Boulevard London, ON",Sunningdale,263000
"553 BROADWAY AVE Toronto, ON",Leaside,2539000
"#103 - 29 Pemberton Ave Toronto, ON",Newtonbrook,259900
"290 HUXLEY Avenue Hamilton, ON",Delta East,449900
"17 Cayuga Ave Toronto, ON",Harwood,389000
"# 44 - 1575 SOUTH PARADE CRT Mississauga, ON",East Credit,499800
"8501 Sweet Chestnut Dr Niagara Falls, ON",Niagara Falls,574900
"9 Isaac Devins Blvd Toronto, ON",Humberlea,1049000
"203 CAMBRIDGE Road Fort Erie, ON",Fort Erie,279997
